,[] -  / Time ,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20
38,TESTOSTERONE CYPIONAT 200 MG (J1080) - Dose Units ,"107,496","101,268","116,949","79,277","89,242","130,609","125,015","155,835","125,185","131,403","187,277","164,535","147,864","159,730","213,559","161,711","181,112","146,571","140,025","175,769","159,917","163,481","211,806","187,148","233,915","187,768","177,393","158,808","211,198","170,674","193,339","244,369","189,563","242,734","283,046","195,425","83,370","22,809","12,790","7,364","8,392","5,688","5,343","5,093","3,060","2,849","1,925","1,688","2,308",724,"1,438","1,925","1,160",632,"1,186",829,"5,912",474,831,895,486,"1,225",552,315,447,"1,158",526,434,683,394,949,580,804,553,"1,489",936,487,"1,451",605,605,196,355,526,394,447,447,553,196,275,487,315,815,870,857,"1,516",512,644,724,606
39,TESTOSTERONE CYPIONAT 200 MG (J1080) - Dose USD ,"$3,634,171.02 ","$3,349,185.93 ","$3,886,449.17 ","$2,640,122.29 ","$2,967,073.40 ","$4,332,300.53 ","$4,141,946.97 ","$5,158,138.50 ","$4,120,464.28 ","$4,284,066.31 ","$6,039,683.25 ","$5,254,425.23 ","$4,709,468.40 ","$5,099,779.58 ","$6,861,223.55 ","$5,250,756.17 ","$5,947,355.86 ","$4,864,691.49 ","$4,673,684.44 ","$5,966,302.94 ","$5,560,314.09 ","$5,683,416.97 ","$7,375,084.92 ","$6,501,053.65 ","$8,035,448.08 ","$6,295,391.62 ","$5,656,619.29 ","$5,032,625.52 ","$6,720,320.36 ","$5,498,689.60 ","$6,378,253.61 ","$8,233,280.35 ","$6,480,211.16 ","$8,395,683.59 ","$9,897,411.01 ","$6,903,388.13 ","$3,032,500.38 ","$837,831.59 ","$464,340.95 ","$263,042.08 ","$314,565.73 ","$241,967.52 ","$234,226.43 ","$221,991.14 ","$134,081.55 ","$156,598.13 ","$116,645.38 ","$98,950.56 ","$126,639.96 ","$37,883.30 ","$75,290.09 ","$89,932.15 ","$47,667.30 ","$29,299.52 ","$61,859.39 ","$45,029.21 ","$315,996.40 ","$118,578.21 ","$209,996.44 ","$214,166.34 ","$110,814.08 ","$275,784.25 ","$125,542.46 ","$30,131.83 ","$25,236.50 ","$95,398.36 ","$46,919.20 ","$39,858.56 ","$60,097.17 ","$33,810.13 ","$59,125.83 ","$26,281.71 ","$23,432.58 ","$14,313.02 ","$37,826.56 ","$25,468.56 ","$14,701.31 ","$46,780.24 ","$20,349.18 ","$20,825.31 ","$7,727.30 ","$15,211.75 ","$22,527.27 ","$17,048.38 ","$23,488.33 ","$25,790.78 ","$30,466.98 ","$10,565.05 ","$16,450.50 ","$31,317.75 ","$19,564.65 ","$41,204.77 ","$44,835.45 ","$37,575.17 ","$60,121.53 ","$15,466.24 ","$17,688.10 ","$17,432.11 ","$11,978.56 "
0,SODIUM CHLORIDE (J7030) - Dose Units ,"65,244","61,733","88,185","73,667","68,068","77,387","62,051","74,550","58,565","53,523","79,116","70,471","62,131","63,872","87,313","62,248","76,345","44,417","40,628","52,573","41,921","41,473","55,980","52,020","56,810","46,674","46,858","39,480","46,106","39,507","42,488","48,271","35,651","40,918","29,989","19,521","29,975","29,289","30,530","23,309","30,397","25,118","25,434","25,593","22,201","21,818","14,690","19,058","21,897","14,677","19,138","25,105","21,053","17,514","27,177","30,636","41,049","32,325","30,701","38,160","22,386","28,973","33,302","28,576","28,905","35,863","32,034","37,183","38,621","22,702","15,640","21,659","24,048","18,267","26,661","26,015","25,726","22,134","14,360","17,620","13,608","18,083","25,434","25,105","26,648","28,417","37,842","23,639","24,814","16,828","21,461","17,699","12,763","13,886","17,568","14,782","17,395","12,935","8,038"
1,SODIUM CHLORIDE (J7030) - Dose USD ,"$2,591,328.57 ","$2,858,083.57 ","$4,514,190.15 ","$4,061,630.05 ","$3,882,258.38 ","$4,526,210.86 ","$3,694,826.80 ","$4,523,992.20 ","$3,523,123.99 ","$3,117,982.37 ","$4,490,940.62 ","$3,930,167.67 ","$3,476,384.78 ","$3,563,418.88 ","$4,878,526.56 ","$3,520,591.26 ","$4,331,662.61 ","$2,490,461.19 ","$2,295,075.72 ","$2,988,249.32 ","$2,399,662.84 ","$2,397,346.77 ","$3,301,924.32 ","$3,159,434.70 ","$3,452,911.80 ","$2,870,917.74 ","$2,908,124.63 ","$2,492,569.80 ","$2,971,439.49 ","$2,695,167.54 ","$2,895,450.98 ","$3,310,232.10 ","$2,494,500.47 ","$2,882,509.43 ","$2,006,563.99 ","$1,133,096.45 ","$1,572,608.40 ","$1,361,206.28 ","$1,238,983.73 ","$809,405.03 ","$940,543.97 ","$779,537.13 ","$784,537.16 ","$776,043.74 ","$667,251.06 ","$940,966.70 ","$759,399.55 ","$965,668.86 ","$1,092,660.30 ","$726,841.73 ","$956,182.33 ","$1,035,129.36 ","$589,115.57 ","$491,092.56 ","$778,784.11 ","$888,750.36 ","$1,165,873.70 ","$921,020.06 ","$889,714.98 ","$1,146,250.08 ","$689,041.08 ","$920,979.24 ","$1,126,739.87 ","$1,004,446.40 ","$1,033,931.85 ","$1,356,338.66 ","$1,253,330.25 ","$1,418,717.37 ","$1,422,488.67 ","$819,598.96 ","$751,814.80 ","$1,828,842.64 ","$2,602,715.04 ","$1,996,400.43 ","$2,961,183.95 ","$2,570,086.89 ","$2,432,200.36 ","$1,022,635.07 ","$510,103.10 ","$570,747.04 ","$399,871.08 ","$487,336.85 ","$607,872.60 ","$564,548.69 ","$603,710.44 ","$651,175.56 ","$886,032.59 ","$574,368.60 ","$661,590.87 ","$509,888.40 ","$662,340.11 ","$545,589.37 ","$383,049.54 ","$391,724.06 ","$450,970.56 ","$294,679.17 ","$313,283.95 ","$216,725.93 ","$134,368.03 "
2,SODIUM CHLORIDE (J7040) - Dose Units ,"77,545","80,279","95,842","72,373","72,847","89,744","76,505","91,182","71,158","64,069","84,582","67,567","62,459","63,502","84,781","63,449","75,698","56,441","52,904","71,424","72,030","67,080","80,400","72,704","79,977","63,899","68,031","64,138","79,501","67,543","66,342","81,640","62,461","77,390","62,222","48,944","65,418","67,490","57,457","61,973","81,402","75,568","129,041","108,542","101,203","81,271","48,983","44,733","57,510","40,984","24,998","31,969","27,982","24,366","30,293","25,474","30,266","25,765","19,046","23,851","12,750","16,446","18,624","13,120","22,504","40,931","26,688","21,185","33,156","21,449","16,156","18,016","18,162","19,072","28,536","21,673","23,335","28,233","23,983","27,533","24,735","21,607","32,074","21,673","19,600","17,462","16,855","18,399","17,092","9,265","14,069","19,138","11,456","22,174","21,527","12,736","28,497","21,818","11,497"
3,SODIUM CHLORIDE (J7040) - Dose USD ,"$2,493,071.75 ","$2,590,804.03 ","$3,191,346.92 ","$2,529,979.15 ","$2,604,826.60 ","$3,237,963.52 ","$2,723,386.74 ","$3,219,818.78 ","$2,471,673.13 ","$2,144,869.95 ","$2,716,097.18 ","$2,106,907.98 ","$1,948,564.65 ","$1,981,738.67 ","$2,611,593.92 ","$1,940,111.80 ","$2,304,701.31 ","$1,698,168.59 ","$1,577,200.50 ","$2,118,721.54 ","$2,151,175.95 ","$2,025,145.20 ","$2,483,877.60 ","$2,313,804.80 ","$2,629,003.94 ","$2,168,891.81 ","$2,366,118.18 ","$2,264,231.75 ","$2,828,327.58 ","$2,411,791.67 ","$2,376,038.73 ","$2,939,366.56 ","$2,267,178.15 ","$2,856,000.56 ","$2,309,836.20 ","$1,894,744.60 ","$2,428,708.67 ","$2,354,894.83 ","$1,918,489.23 ","$2,052,080.96 ","$2,683,498.33 ","$2,306,335.36 ","$4,033,563.58 ","$3,572,659.93 ","$3,377,903.13 ","$2,661,462.71 ","$1,572,721.67 ","$1,445,882.39 ","$1,845,150.84 ","$1,298,885.42 ","$806,248.00 ","$1,065,079.20 ","$986,225.59 ","$885,582.27 ","$1,163,311.79 ","$1,005,012.99 ","$1,215,300.96 ","$1,010,567.71 ","$703,083.09 ","$832,113.69 ","$424,096.88 ","$529,890.12 ","$594,999.55 ","$433,484.80 ","$763,166.90 ","$1,474,580.21 ","$998,398.08 ","$752,385.28 ","$1,096,269.98 ","$651,835.11 ","$450,146.55 ","$457,714.50 ","$751,770.59 ","$783,620.80 ","$1,163,298.58 ","$826,391.49 ","$629,928.33 ","$571,153.59 ","$398,657.42 ","$440,197.60 ","$381,784.73 ","$349,007.07 ","$566,426.84 ","$503,843.07 ","$560,805.00 ","$507,009.17 ","$503,458.85 ","$546,818.28 ","$502,915.01 ","$245,499.34 ","$249,619.23 ","$334,455.69 ","$216,632.96 ","$366,591.66 ","$344,819.49 ","$201,196.96 ","$430,076.72 ","$319,251.89 ","$166,399.53 "
4,SODIUM CHLORIDE (J7050) - Dose Units ,"189,535","166,437","205,890","145,278","141,038","185,284","164,932","206,220","159,082","157,921","205,005","169,802","149,844","157,988","204,939","149,685","168,098","129,411","122,257","156,286","146,294","140,935","179,202","152,472","184,547","156,881","169,447","153,977","188,348","148,419","161,052","203,582","161,276","197,061","169,301","105,942","149,712","150,280","163,533","131,524","160,048","130,981","153,383","126,639","120,488","146,399","101,097","114,839","117,782","94,062","101,335","139,641","108,806","94,735","119,313","106,575","144,433","111,498","103,144","119,867","82,063","98,232","108,199","95,765","89,243","113,056","93,481","91,197","113,148","94,761","77,521","95,976","64,480","77,614","98,139","80,110","77,984","84,901","60,428","71,542","70,671","74,671","85,943","69,853","65,180","68,493","78,181","62,976","79,580","68,930","67,028","117,082","88,055","96,385","127,009","102,126","118,006","95,831","69,392"
5,SODIUM CHLORIDE (J7050) - Dose USD ,"$5,209,369.48 ","$4,704,341.81 ","$5,833,275.48 ","$4,292,601.71 ","$4,290,375.96 ","$5,734,910.37 ","$5,117,427.63 ","$6,470,358.72 ","$5,013,866.94 ","$4,858,834.37 ","$6,108,738.99 ","$4,968,831.03 ","$4,392,676.86 ","$4,661,040.97 ","$6,162,105.85 ","$4,592,710.01 ","$5,287,018.30 ","$4,136,622.62 ","$3,945,844.68 ","$5,133,057.38 ","$4,756,017.94 ","$4,605,403.46 ","$5,964,559.37 ","$5,121,153.30 ","$6,211,852.02 ","$5,232,373.55 ","$5,684,946.85 ","$5,250,230.76 ","$6,439,241.42 ","$5,091,513.80 ","$5,586,491.25 ","$7,078,138.98 ","$5,595,470.82 ","$6,687,856.22 ","$5,480,273.37 ","$3,176,670.87 ","$4,084,742.21 ","$3,735,585.10 ","$3,796,009.76 ","$2,900,433.01 ","$3,380,533.86 ","$2,764,681.46 ","$3,217,668.57 ","$2,654,670.04 ","$2,513,680.90 ","$3,026,067.33 ","$2,086,642.08 ","$2,351,041.43 ","$2,419,006.72 ","$1,934,855.34 ","$2,063,180.60 ","$3,148,904.55 ","$2,723,142.17 ","$2,498,161.95 ","$3,327,162.32 ","$3,145,561.13 ","$4,560,905.27 ","$3,477,622.62 ","$3,080,653.42 ","$3,537,035.44 ","$2,395,213.81 ","$2,841,360.60 ","$3,044,503.46 ","$2,661,069.94 ","$2,546,772.11 ","$3,808,178.30 ","$3,456,226.27 ","$3,436,302.96 ","$4,367,512.80 ","$3,691,414.76 ","$2,995,605.24 ","$3,388,336.70 ","$2,394,948.40 ","$2,896,166.41 ","$3,743,610.29 ","$3,141,914.20 ","$2,864,157.36 ","$2,876,106.28 ","$1,982,944.82 ","$2,381,203.93 ","$2,396,806.97 ","$2,601,537.64 ","$3,031,897.15 ","$2,446,252.06 ","$2,258,161.10 ","$2,407,700.18 ","$2,767,920.12 ","$2,242,103.04 ","$2,860,582.68 ","$2,486,132.78 ","$2,395,580.72 ","$4,004,672.73 ","$2,843,956.36 ","$2,895,646.36 ","$3,530,342.16 ","$2,634,340.17 ","$2,999,004.48 ","$2,362,952.88 ","$1,670,029.51 "
6,SODIUM CHLORIDE INJECTION (J2912) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SODIUM CHLORIDE INJECTION (J2912) - Dose USD ,,,$0.00 ,,$0.00 ,,,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,,,,$0.00 ,,,,,$0.00 ,,,$0.00 ,,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,,,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,
8,SODIUM HYALURONATE INJECTION (J7317) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SODIUM HYALURONATE INJECTION (J7317) - Dose USD ,$0.00 ,,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,,,$0.00 ,$0.00 ,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SODIUM HYALURONATE INJECTION (J7319) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,SODIUM HYALURONATE INJECTION (J7319) - Dose USD ,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,,,,,,,,,,,
12,SOLIRIS (J1300) - Dose Units ,"1,012","1,540","1,368",802,960,"1,422","1,118","1,580",934,840,"1,024","1,000","1,078","1,328","1,250","1,262","1,710",948,"1,288","1,850","1,373","1,410","2,122","1,278","1,895","1,288","1,512","1,482","1,847","1,646","1,898","2,122","1,212","1,987","1,350","1,545","2,276","1,770","1,724","1,854","2,302","1,922","2,580","1,979","1,944","2,477","2,008","1,906","2,452","1,998","1,954","2,383","2,283","2,336","2,850","2,262","2,983","2,371","2,924","3,212","2,168","2,585","3,467","2,811","2,818","2,970","2,752","2,799","3,335","2,725","2,784","3,484","2,952","2,912","3,629","2,940","2,714","3,760","2,979","3,689","2,983","3,004","3,837","3,088","3,088","3,124","3,930","3,153","4,152","3,341","3,356","4,238","3,357","3,584","5,106","3,636","4,482","3,717","2,582"
13,SOLIRIS (J1300) - Dose USD ,"$21,688,885.56 ","$31,830,317.13 ","$31,032,207.22 ","$18,977,032.67 ","$23,026,467.17 ","$35,105,866.60 ","$28,247,482.92 ","$42,508,973.80 ","$25,860,140.13 ","$24,887,652.05 ","$33,477,365.96 ","$36,313,437.50 ","$41,804,330.43 ","$53,730,186.12 ","$50,983,009.75 ","$50,465,187.40 ","$65,666,015.92 ","$33,898,483.99 ","$42,977,220.99 ","$57,977,134.83 ","$42,089,678.98 ","$44,626,746.47 ","$69,401,079.28 ","$45,437,481.50 ","$71,991,094.34 ","$50,930,981.50 ","$62,169,849.00 ","$63,205,841.12 ","$82,379,449.43 ","$74,164,908.52 ","$83,947,112.70 ","$92,848,995.09 ","$52,644,055.55 ","$83,235,783.88 ","$54,509,196.51 ","$59,802,302.95 ","$88,715,912.22 ","$71,199,069.33 ","$69,208,057.22 ","$74,535,494.70 ","$94,599,035.32 ","$77,105,514.03 ","$102,686,471.12 ","$77,868,741.09 ","$73,690,110.61 ","$84,903,054.97 ","$64,828,716.14 ","$61,568,723.20 ","$82,474,531.17 ","$67,176,402.75 ","$67,250,363.70 ","$89,521,060.77 ","$92,795,069.81 ","$95,128,797.88 ","$116,011,585.58 ","$91,803,031.36 ","$120,083,675.74 ","$95,068,938.07 ","$117,084,515.32 ","$127,407,678.62 ","$85,826,743.68 ","$103,000,877.55 ","$140,422,229.56 ","$114,831,983.06 ","$113,948,881.89 ","$116,660,056.79 ","$107,812,588.40 ","$108,311,322.96 ","$126,358,254.22 ","$100,205,158.15 ","$101,882,891.50 ","$132,967,216.41 ","$112,518,662.55 ","$111,821,362.89 ","$140,627,948.75 ","$116,915,697.65 ","$108,381,877.74 ","$151,472,833.66 ","$120,582,533.57 ","$149,475,700.65 ","$115,275,352.09 ","$112,707,017.42 ","$143,960,328.18 ","$115,858,611.78 ","$115,858,610.24 ","$117,209,293.52 ","$147,449,591.40 ","$118,297,343.94 ","$155,778,804.96 ","$125,350,912.18 ","$125,913,696.88 ","$159,005,437.24 ","$125,951,215.86 ","$134,468,024.32 ","$191,571,911.88 ","$136,419,011.28 ","$168,160,068.36 ","$139,458,048.66 ","$96,874,006.36 "
14,SOMATREM INJECTION (J2940) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,SOMATREM INJECTION (J2940) - Dose USD ,$0.00 ,,,,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,,,,$0.00 ,,,,,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,,,,,,,,,,$0.00 ,$0.00 ,,,,,,,$0.00 ,,,$0.00 ,$0.00 ,,,,,,,,,,,,$0.00 ,,,,,$0.00 ,,,,,$0.00 ,,,,,,,,,,,,,
16,SOMATROPIN INJECTION (J2941) - Dose Units ,512,407,540,289,301,816,751,"1,291",737,882,"1,159",658,579,711,"1,462",711,"3,351","2,216","2,031","2,678","2,875","2,494","3,099","3,113","3,443","5,081","3,747","2,955","3,985","3,495","4,354","4,367","3,140","4,526","6,163","2,810","3,139","2,902","3,154","2,427","3,153","2,480","3,207","2,783","2,956","3,245","2,664","2,877",475,,,,,,,,,,,39,,,"1,438","1,503","1,239",315,"2,294","2,360",158,,39,,,79,,,39,,,,39,,39,,,79,39,39,39,39,,,,,,,,,
17,SOMATROPIN INJECTION (J2941) - Dose USD ,"$2,241,666.51 ","$1,388,541.55 ","$1,631,067.79 ","$934,684.52 ","$968,389.99 ","$2,765,073.12 ","$2,554,096.55 ","$4,554,490.50 ","$2,781,870.99 ","$3,293,601.89 ","$4,476,238.80 ","$2,629,068.54 ","$2,476,500.25 ","$3,143,124.81 ","$6,487,525.58 ","$3,242,483.43 ","$14,531,497.57 ","$8,858,592.96 ","$7,120,564.14 ","$8,522,381.50 ","$8,797,945.63 ","$7,212,336.25 ","$8,914,973.87 ","$9,508,238.25 ","$10,977,702.52 ","$16,427,215.46 ","$12,104,645.66 ","$9,684,103.84 ","$13,353,009.33 ","$11,840,404.34 ","$14,685,148.99 ","$14,812,278.39 ","$10,990,808.55 ","$16,044,488.51 ","$21,954,099.91 ","$9,632,792.40 ","$10,290,187.87 ","$9,006,262.69 ","$9,151,638.20 ","$6,575,750.21 ","$7,844,342.39 ","$5,976,576.55 ","$7,736,746.39 ","$6,717,521.91 ","$7,133,485.71 ","$7,822,747.46 ","$6,415,284.69 ","$6,917,113.56 ","$1,141,833.55 ",,,,,,,,,,,"$280,800.00 ",,,"$5,439,200.34 ","$4,377,551.38 ","$3,382,194.20 ","$2,029,637.93 ","$15,640,772.79 ","$15,068,352.44 ","$946,173.50 ",,"$340,639.63 ",,,"$246,759.66 ",,,"$157,478.10 ",,,,"$172,362.44 ",,"$218,909.72 ",,,"$377,107.27 ","$157,563.12 ","$132,410.46 ","$120,278.73 ","$81,537.69 ",,,,,,,,,
18,SOMATULINE (J1930S) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,414","3,162","3,841","3,874","4,005","2,907","4,391","3,213","3,537","4,607","3,947","3,828","4,435","4,105","4,989","5,589","4,288","3,776","5,702","4,172","5,104","4,096","4,703","5,183","3,927","4,924","5,465","4,144","4,973","6,740","5,732","6,022","7,387","6,336","6,855","8,313","6,627","6,868","8,540","6,826","6,928","8,887","6,879","8,485","6,936","7,198","8,880","6,472","6,996","6,913","8,642","6,866","8,693","7,188","7,064","8,820","7,089","7,336","9,114","6,963","8,896","6,925","4,669"
19,SOMATULINE (J1930S) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,293,291.82 ","$46,940,444.88 ","$58,367,996.40 ","$46,653,389.16 ","$47,350,524.48 ","$60,739,623.42 ","$47,015,626.14 ","$57,992,090.10 ","$47,405,201.76 ","$49,195,882.68 ","$60,691,780.80 ","$44,233,919.52 ","$47,815,281.36 ","$47,248,004.58 ","$59,065,131.72 ","$46,926,775.56 ","$59,413,699.38 ","$49,127,536.08 ","$48,280,038.24 ","$60,281,701.20 ","$48,450,904.74 ","$50,139,065.76 ","$62,291,091.24 ","$47,589,737.58 ","$60,801,135.36 ","$47,330,020.50 ","$31,911,027.54 "
20,SPINRAZA (SMA360) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,75,185,234,319,325,489,608,726,751,716,"1,016",845,835,994,840,860,"1,228",951,"1,190",863,968,"1,258",999,991,903,"1,388","1,047","1,279","1,059","1,079","1,396","1,168","1,198","1,510","1,218","1,523","1,219",712
21,SPINRAZA (SMA360) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,125,000.00 ","$9,375,000.00 ","$23,125,000.00 ","$29,250,000.00 ","$39,875,000.00 ","$40,625,000.00 ","$61,125,000.00 ","$76,000,000.00 ","$90,750,000.00 ","$93,875,000.00 ","$89,500,000.00 ","$127,000,000.00 ","$105,625,000.00 ","$104,375,000.00 ","$124,250,000.00 ","$105,000,000.00 ","$107,500,000.00 ","$153,500,000.00 ","$118,875,000.00 ","$148,750,000.00 ","$107,875,000.00 ","$121,000,000.00 ","$157,250,000.00 ","$124,875,000.00 ","$123,875,000.00 ","$112,875,000.00 ","$173,500,000.00 ","$130,875,000.00 ","$159,875,000.00 ","$132,375,000.00 ","$134,875,000.00 ","$174,500,000.00 ","$146,000,000.00 ","$149,750,000.00 ","$188,750,000.00 ","$152,250,000.00 ","$190,375,000.00 ","$152,375,000.00 ","$89,000,000.00 "
22,SPORANOX (J1835) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,SPORANOX (J1835) - Dose USD ,,,,,,,,,,,,,,,,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,SPRAVATO (J3490SP) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,43,283,406,672,632,784,"1,069",828,"1,040",868,643
25,SPRAVATO (J3490SP) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,920.00 ","$202,960.00 ","$1,335,760.00 ","$1,916,320.00 ","$3,171,840.00 ","$2,983,040.00 ","$3,700,480.00 ","$5,045,680.00 ","$3,908,160.00 ","$4,908,800.00 ","$4,096,960.00 ","$3,034,960.00 "
26,STELARA (J3357) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,998","11,212","10,086","11,348","14,987","13,896","16,087","11,199","12,647","17,276","13,460","12,537","16,333","13,955","13,935","18,206","14,552","15,190","18,959","15,175","15,365","13,414","13,046","12,787","11,105","12,604","16,106","12,340","12,351","16,088","12,950","13,153","15,899","13,839","14,323","18,340","14,678","15,152","19,493","16,259","16,595","20,545","17,182","22,365","17,111","19,027","22,519","17,745","17,706","17,151","21,803","17,857","22,740","19,084","18,462","25,250","16,443","20,212","27,024","21,552","27,081","21,384","15,587"
27,STELARA (J3357) - Dose USD ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$129,970,374.66 ","$121,455,896.04 ","$109,258,309.62 ","$125,219,506.00 ","$165,374,051.50 ","$153,335,412.00 ","$178,637,930.63 ","$124,359,183.51 ","$140,438,485.03 ","$194,730,925.76 ","$151,717,889.60 ","$141,314,055.12 ","$188,504,869.55 ","$161,059,539.25 ","$160,828,712.25 ","$208,107,688.32 ","$166,339,837.44 ","$173,632,636.80 ","$214,650,764.56 ","$171,808,922.00 ","$173,960,071.60 ","$158,065,344.54 ","$153,728,976.06 ","$150,677,021.07 ","$129,817,338.95 ","$147,340,633.96 ","$188,278,978.94 ","$145,103,221.80 ","$145,232,568.27 ","$189,175,091.76 ","$160,185,154.50 ","$162,696,165.03 ","$196,662,839.49 ","$155,487,807.72 ","$160,925,780.04 ","$206,058,703.20 ","$164,791,960.92 ","$170,113,625.28 ","$218,850,640.02 ","$180,419,294.22 ","$184,147,745.10 ","$227,979,236.10 ","$201,593,313.24 ","$262,404,519.30 ","$200,760,283.02 ","$218,081,385.36 ","$258,105,571.92 ","$203,387,511.60 ","$195,523,108.56 ","$189,394,376.76 ","$240,765,296.28 ","$193,197,382.98 ","$246,027,243.60 ","$206,472,467.76 ","$211,249,958.04 ","$288,921,105.00 ","$188,147,712.06 ","$232,098,842.64 ","$310,322,537.28 ","$247,486,357.44 ","$309,303,475.02 ","$244,235,645.28 ","$178,025,673.54 "
